matricule;impaye;encaissement
17B085;;
17B086;;
17B087;;
17B088;;
17B089;;
17B090;;
17B091;;
17B092;;
17B093;;
17B094;;
17B095;960000;
17B096;;
17B097;;
17B098;;
17B099;;
17B100;;
17B101;;
17B102;;
17B103;;
17B104;1285000;
17B105;;
17B106;;
17B107;;
17B108;;
17B109;;
17B110;;
17B111;;
17B112;;
17B113;;
17B114;;
17B115;480000;
17B116;;
17B117;1360000;
17B118;;
17B119;;
17B120;;
17B121;;
17B122;;
17B123;;
17B124;;
17B125;1160000;
17B126;;
17B127;;
17B128;;
17B129;;
17B130;;
17B131;;
17B132;;
17B133;;
17B134;;
17B135;;
17B136;;
17B137;;
17B138;;
17B139;;
17B140;;
17B141;;
17B142;;
17B143;;
17B144;310000;
17B146;;
17B147;880000;
17B148;;
17B150;;
17B151;;
17B152;;
17B153;;
17B154;;
17B155;;
17B156;;
17B157;;
17B158;410000;
17B159;;
17B160;;
17B161;;
17B162;;
17B163;;
17B164;1360000;
17B165;;
17B166;;
17B167;;
17B168;;
17B169;;
17B170;;
17B171;;
17B172;;
17B173;;
17B174;;
17B175;;
17B176;;
17B177;;
17B178;615000;
17B179;;
17B180;;
17B181;;
17B182;;
17B183;;
17B184;;
17B185;;
17B186;;
17B187;;
17B188;;
17B189;;
17B190;;
17B191;;
17B192;;
17B193;;
17B194;;
17B195;;
17B196;;
17B197;;
17B198;;
17B200;;
17B202;;
17B203;;
17B204;;
17B205;;
17B206;;
17B207;;
17B209;;
17B210;;
17B211;;
17B212;;
17B213;310000;
17B214;;
17B215;;
17B216;;
17B217;;
17B218;;
17B219;;
17B220;;
17B221;;
17B222;;
17B223;;
17B224;100000;
17B225;;
17B226;;
17B227;;
17B228;;
17B229;;
17B230;;
17B231;;
17B232;;
17B233;;
17B234;;
17B235;1360000;
17B236;;
17B237;;
17B238;;
17B239;;
17B240;;
17B241;;
17B242;;
17B243;;
17B244;;
17B245;;
17B246;;
17B247;;
17B248;;
17B249;;
17B250;;
17B251;;
17B252;;
17B253;;
17B254;;
17B255;;
17B256;;
17B257;560000;
17B258;;
17B259;525000;
17B260;;
17B261;;
17B262;710000;
17B263;;
17B264;;
17B265;;
17B266;;
17B267;;
17B268;;
17B269;;
17B270;;
17B271;;
17B272;;
17B273;;
17B274;;
17B277;;
17B278;;
17B279;;
17B280;;
17B281;;
17B282;;
17B283;;
17B284;415000;
17B285;;
17B286;;
17B287;;
17B288;;
17B289;;
17B290;;
17B291;;
17B292;;
17B293;;
17B294;;
17B295;880000;
17B296;660000;
17B297;;
17B298;;
17B299;;
17B300;;
17B301;;
17B302;;
17B303;;
17B304;;
17B305;;
17B306;;
17B307;;
17B308;;
17B309;;
17B310;;
17B311;;
17B312;;
17B313;;
17B314;;
17B315;;
17B316;;
17B317;;
17B318;;
17B319;;
17C001;;
17C002;;
17C003;;
17C004;610000;
17C005;;
17C006;;
17C007;;
17C008;;
17C009;;
17C010;418260;
17C011;;
17C012;;
17C013;;
17C014;;
17C015;;
17C016;;
17C017;;
17C018;410000;
17C019;;
17C020;;
17C021;810000;
17C022;810000;
17C023;;
17C024;;
17C025;;
17C026;;
17C027;;
17C028;;
17C029;;
17C030;;
17C031;;
17C032;;
17C033;;
17C034;;
17C035;;
17C036;810000;
17C037;530000;
17C038;;
17C039;;
17C040;;
17C041;;
17C042;;
17C043;;
17C044;;
17C045;;
17C046;;
17C047;;
17C048;;
17C049;;
17C050;;
17C051;;
17C052;;
17C053;;
17C054;;
17C055;;
17C056;360000;
17C057;;
17C058;460000;
17C059;;
17C060;;
17C061;760000;
17C062;;
17C063;;
17C064;;
17C065;;
17C066;;
17C067;760000;
17C068;;
17C069;;
17C070;;
17C071;;
17C072;;
17C073;;
17C074;;
17C075;;
17C076;;
17C077;;
17C078;;
17C079;;
17C080;;
17C081;;
17C082;;
17C083;;
17C084;;
17C085;;
17C086;;
17C087;985000;
17C088;;
17C089;695000;
17C090;;
17C091;;
17C092;1235000;
17C093;;
17D001;;
17D002;;
17D003;;
17D004;;
18B001;;
18B002;;
18B003;215000;
18B004;1160000;
18B005;;
18B006;;
18B007;360000;
18B008;;
18B009;;
18B010;;
18B011;;
18B012;;
18B013;;
18B014;;
18B015;;
18B016;;
18B017;;
18B018;;
18B019;;
18B020;;
18B021;;
18B022;;
18B023;;
18B024;;
18B025;680000;
18B026;;
18B027;;
18B028;;
18B029;;
18B030;;
18B031;;
18B032;;
18B033;;
18B034;;
18B035;;
18B036;;
18B037;;
18B038;;
18B039;;
18B041;;
18B042;;
18B043;;
18B044;;
18B045;;
18B046;;
18B047;;
18B048;;
18B049;880000;
18B050;;
18B051;;
18B052;;
18B053;;
18B054;;
18B055;;
18B056;;
18B057;;
18B058;;
18B059;;
18B060;;
18B061;;
18B062;;
18B063;;
18B064;255000;
18B065;;
18B066;;
18B067;;
18B068;;
18B069;;
18B070;;
18B071;;
18B072;;
18B073;;
18B074;;
18B075;;
18B076;;
18B077;;
18B078;;
18B079;460000;
18B080;;
18B081;;
18B082;;
18B083;;
18B084;;
18B085;;
18B086;;
18B087;;
18B088;;
18B089;;
18B090;;
18B091;;
18B092;;
18B093;;
18B094;;
18B095;;
18B096;;
18B097;;
18B098;;
18B099;;
18B100;;
18B101;;
18B102;;
18B103;;
18B104;;
18B105;;
18B106;;
18B107;;
18B108;;
18B109;;
18B110;;
18B111;;
18B112;;
18B113;;
18B114;;
18B115;;
18B116;;
18B117;;
18B118;;
18B119;;
18B120;;
18B121;;
18B122;;
18B123;;
18B124;;
18B125;;
18B126;;
18B127;;
18B128;;
18B129;;
18B130;;
18B131;;
18B132;;
18B133;;
18B134;;
18B135;;
18B136;;
18B137;;
18B138;;
18B139;;
18B140;;
18B141;;
18B142;;
18B143;;
18B144;;
18B145;;
18B146;;
18B147;;
18B148;;
18B149;;
18B150;;
18B151;;
18B152;1360000;
18B153;;
18B154;;
18B155;1360000;
18B156;;
18B157;;
18B158;;
18B159;;
18B160;;
18B161;;
18B162;;
18B163;;
18B164;;
18B165;;
18B166;;
18B167;;
18B168;;
18B169;;
18B170;;
18B171;;
18B172;;
18B173;;
18B174;;
18B175;95000;
18B176;1360000;
18B177;;
18B178;;
18B179;;
18B180;;
18B181;;
18B182;;
18B183;;
18B184;;
18B185;1360000;
18B186;;
18B187;;
18B188;;
18B189;;
18B190;415000;
18B191;1360000;
18B192;;
18B193;;
18B194;;
18B195;;
18B196;;
18B197;;
18B198;;
18B199;;
18B200;;
18B201;;
18B202;;
18B203;;
18B204;45000;
18B205;;
18B206;;
18B207;;
18B208;;
18B209;;
18B210;;
18B211;;
18B212;;
18B213;;
18B214;;
18B215;;
18B216;;
18B217;;
18B218;;
18B219;;
18B220;;
18B221;;
18B222;;
18B223;;
18B224;;
18B225;;
18B226;;
18B227;;
18B228;1360000;
18B229;;
18B230;;
18B231;;
18B232;;
18B233;;
18B234;410000;
18B235;;
18B236;;
18B237;;
18B238;;
18B239;;
18B241;995000;
18B242;;
18B243;;
18B244;1360000;
18B245;;
18B246;;
18B247;;
18B248;100000;
18B249;;
18B250;;
18B251;;
18B252;;
18B253;;
18B254;;
18B255;;
18B256;;
18B257;;
18B258;;
18B259;;
18B260;;
18B261;;
18B262;645000;
18B263;;
18B264;945000;
18B265;;
18B267;;
18B268;;
18B269;;
18B270;;
18B271;880000;
18B272;;
18B273;;
18B274;;
18B275;;
18B276;;
18B277;;
18B278;;
18B280;;
18B281;;
18B282;2605000;
18B284;;
18B285;;
18B286;;
18C001;;
18C002;;
18C003;;
18C004;;
18C005;;
18C006;;
18C007;;
18C008;;
18C009;760000;
18C010;;
18C011;;
18C012;527520;
18C013;;
18C014;;
18C015;;
18C016;;
18C017;100000;
18C018;760000;
18C019;;
18C020;;
18C021;;
18C022;;
18C023;;
18C024;;
18C025;;
18C026;;
18C027;;
18C028;;
18C029;;
18C030;;
18C031;;
18C032;;
18C033;;
18C034;;
18C035;;
18C036;;
18C037;15000;
18C038;;
18C039;;
18C040;;
18C041;;
18C042;;
18C043;;
18C044;;
18C045;;
18C046;;
18C047;;
18C048;;
18C049;;
18C050;;
18C052;;
18C053;;
18C054;;
18C055;;
18C056;;
18C057;;
18C058;;
18C059;;
18C060;;
18C061;;
18C062;;
18C063;;
18C064;;
18C065;;
18C066;;
18C067;;
18C068;;
18C069;;
18C070;;
18C071;;
18C072;;
18C073;;
18C074;;
18C075;;
18C076;;
18C077;;
18C078;265000;
18C079;560000;
18C080;;
18C081;;
18C082;;
18C083;550000;
18C084;800000;
18C085;;
18C086;;
18C087;385000;
18C088;;
18C089;;
18C090;;
18C091;;
18C092;;
18C093;;
18C094;450000;
18C095;;
18C096;;
18C097;;
18C098;;
18C099;;
18C100;;
18C101;115000;
18C102;;
18C103;765000;
18C104;;
18C105;;
18C106;;
18C107;165000;
18C108;;
19B001;;
19B002;;
19B003;;
19B004;;
19B005;;
19B006;;
19B007;;
19B008;;
19B009;;
19B010;;
19B011;;
19B012;;
19B013;;
19B014;;
19B015;;
19B016;;
19B017;865000;
19B018;;
19B019;;
19B020;;
19B021;;
19B022;;
19B023;;
19B024;;
19B025;;
19B026;;
19B027;1360000;
19B028;;
19B029;880000;
19B030;;
19B031;;
19B032;;
19B033;;
19B034;;
19B035;;
19B036;;
19B037;;
19B038;;
19B039;;
19B040;;
19B041;;
19B042;;
19B043;;
19B044;;
19B045;;
19B046;;
19B047;;
19B048;;
19B049;;
19B050;;
19B051;;
19B052;;
19B053;;
19B054;;
19B055;;
19B056;;
19B057;;
19B058;;
19B059;;
19B060;;
19B061;;
19B062;;
19B063;;
19B064;350000;
19B065;;
19B066;;
19B067;;
19B068;;
19B069;;
19B070;;
19B071;;
19B072;;
19B073;;
19B074;;
19B075;;
19B076;;
19B077;;
19B078;;
19B079;945000;
19B080;;
19B081;;
19B082;;
19B083;;
19B084;;
19B085;;
19B086;;
19B087;;
19B088;660000;
19B089;;
19B090;;
19B091;;
19B092;;
19B093;;
19B094;;
19B095;;
19B096;;
19B097;;
19B098;;
19B099;;
19B100;;
19B101;;
19B102;;
19B103;;
19B104;;
19B105;;
19B106;;
19B107;;
19B108;;
19B109;;
19B110;;
19B111;;
19B112;;
19B113;;
19B114;910000;
19B115;;
19B116;;
19B117;;
19B118;;
19B119;;
19B120;560000;
19B121;;
19B122;;
19B123;;
19B124;;
19B125;;
19B126;;
19B127;;
19B128;;
19B129;;
19B130;;
19B131;;
19B132;;
19B133;;
19B134;;
19B135;;
19B136;660000;
19B137;;
19B138;;
19B139;;
19B140;;
19B141;;
19B142;;
19B143;150000;
19B144;;
19B145;;
19B146;;
19B147;710000;
19B148;;
19B149;;
19B150;;
19B151;;
19B152;;
19B153;;
19B154;;
19B155;;
19B156;;
19B157;;
19B158;;
19B159;;
19B160;;
19B161;;
19B162;;
19B163;;
19B164;;
19B165;;
19B166;;
19B167;;
19B168;;
19B169;;
19B170;;
19B171;460000;
19B172;;
19B173;;
19B174;;
19B175;;
19B176;1360000;
19B177;;
19B178;;
19B179;;
19B180;;
19B181;;
19B182;;
19B183;;
19B184;;
19B185;;
19B186;;
19B187;1360000;
19B188;;
19B189;;
19B190;;
19B191;;
19B192;;
19B193;;
19B194;;
19B195;;
19B196;;
19B197;;
19B198;;
19B199;;
19B200;;
19B201;;
19B202;;
19B203;;
19B204;;
19B205;;
19B206;;
19B207;;
19B208;;
19B209;880000;
19B210;;
19B211;;
19B212;;
19B213;180000;
19B214;;
19B215;;
19B216;;
19B217;;
19B218;;
19B219;;
19B220;;
19B221;;
19B222;;
19B223;;
19B224;;
19B225;1360000;
19B226;;
19B227;860000;
19B228;;
19B229;;
19B230;;
19B231;;
19B232;;
19B233;;
19B234;;
19B235;730000;
19B236;;
19B237;;
19B238;;
19B239;;
19B240;;
19B241;;
19B242;;
19B243;70000;
19B244;;
19B245;710000;
19B246;480000;
19B247;;
19B248;;
19B249;;
19B250;200000;
19B251;;
19B252;;
19B253;;
19B254;;
19B255;;
19B256;;
19B257;;
19B258;;
19B259;;
19B260;;
19B261;;
19B262;;
19B263;;
19B264;410000;
19B265;;
19B266;;
19B267;;
19B268;;
19B269;;
19B270;;
19B271;;
19B272;;
19B273;;
19B274;;
19B275;;
19B276;880000;
19B277;;
19B278;;
19B279;880000;
19B280;;
19B281;;
19B282;710000;
19B283;;
19B284;;
19B285;;
19B286;;
19B287;;
19B288;;
19B289;;
19B290;210000;
19B291;;
19B292;;
19B293;;
19B294;;
19B295;;
19B296;;
19B297;;
19B298;;
19B299;;
19B300;;
19B301;;
19B302;;
19B303;;
19B304;330000;
19B305;;
19B306;;
19B307;1360000;
19B308;1510000;
19B309;1360000;
19B310;;
19B311;1360000;
19B312;;
19B313;;
19B314;810000;
19B315;;
19B316;;
19B318;;
19B323;370000;
19B324;;
19C001;760000;
19C002;;
19C003;;
19C004;;
19C005;;
19C006;;
19C007;;
19C008;;
19C009;;
19C010;;
19C011;;
19C012;;
19C013;;
19C014;;
19C015;;
19C016;;
19C017;;
19C018;;
19C019;;
19C020;;
19C021;;
19C022;;
19C023;;
19C024;;
19C025;;
19C026;;
19C027;;
19C028;;
19C029;;
19C030;50000;
19C031;;
19C032;;
19C033;;
19C034;;
19C035;;
19C036;;
19C037;;
19C038;;
19C039;;
19C040;;
19C041;;
19C042;;
19C043;;
19C044;810000;
19C045;;
19C046;;
19C047;;
19C048;;
19C049;;
19C050;;
19C051;;
19C052;;
19C053;;
19C054;;
19C055;;
19C056;760000;
19C057;;
19C058;;
19C059;;
19C060;;
19C061;;
19C062;;
19C063;;
19C064;;
19C065;;
19C066;610000;
19C067;;
19C068;;
19C069;;
19C070;;
19C071;;
19C072;;
19C073;;
19C074;;
19C075;;
19C076;;
19C077;250000;
19C078;600000;
19C079;500000;
19C080;;
19C081;;
19C082;;
19C083;;
19C084;;
19C085;;
19C086;;
19C087;;
19C088;;
19C089;;
19C090;;
19C091;760000;
19C092;;
19C093;130000;
19C094;;
19C095;1100000;
19C096;;
19C097;;
19C098;;
19C099;;
19C100;;
19C101;;
19C102;;
19C103;;
19C104;;
19C105;;
19C106;700000;
19C107;;
19C108;350000;
19C109;;
19C113;135000;
19C123;1250000;
19CMPMER001;;
19CMPMER002;;
19CMPMER003;;
19CMPMER004;;
19CMPMER005;60000;
19CMPMER006;;
19CMPMER007;;
19CMPMER008;;
19CMPMER009;;
19CMPMER010;;
19D001;;
19D002;;
19D003;;
19D004;;
19D005;;
19D006;;
19D007;;
19D008;368000;
19D009;;
19D010;;
20CMPMER006;;
20CMPMER011;265000;
20CMPMER012;315000;
20CMPMER013;290000;
20CMPMER014;265000;
20CMPMER015;15000;
20CMPMER016;415000;
20CMPMER017;415000;
20CMPMER018;15000;
20CMPMER019;215000;
41111999;;
4112PRESCRIPT;;
4114PREINSCRIPCET;;
4116CPTEATTENTE;;
411CMPM;;
99P013;;
99P022;;
CONSO;;
S144;540000;
SERVA01;;
SERVA02;;
SERVA03;;
SERVA04;;
SERVA05;;
SERVA06;;
SERVA07;;
SERVA08;;
SERVA09;;
SERVA10;;
SERVA11;;
SERVA12;;
SERVA13;;
SERVA14;;
SERVA15;;
SERVA16;;
SERVA17;;
SERVA18;;
SERVA19;;
SERVA20;;
SERVA21;;
SERVA22;;
SERVA23;;
SERVA24;;
SERVA25;;
SERVA26;;
SERVA27;;
SERVA28;;
SERVA29;;
SERVA30;;
SERVA31;;
SERVA32;;
SERVA33;;
SERVA34;;
SERVA35;;
SERVB01;;
SERVB02;;
SERVB03;;
SERVB04;;
SERVB05;;
SERVB06;;
SERVB07;;
SERVB08;;
SERVB09;;
SERVB10;;
SERVB11;;
SERVB12;;
SERVC01;;
T023;;
;;
;;
;;
